week,opponent,result
1,JAX,LOSS
2,ARI,LOSS
3,ATL,WIN
4,NE,LOSS
5,MIA,WIN
6,DAL,WIN
7,NYJ,WIN
8,BUF,LOSS
9,GB,WIN
10,NO,LOSS
11,ATL,WIN
12,SF,LOSS
13,LAR,WIN
15,NO,LOSS
16,TB,WIN
17,SEA,LOSS
18,TB,LOSS
