team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,66.7,35,6,2,3,0,0
BAL,Justin Tucker,kicking,100.0,45,6,1,1,3,3
CAR,Eddy Pineiro,kicking,100.0,33,13,4,4,1,1
CHI,Cairo Santos,kicking,66.7,49,7,2,3,1,1
CLE,Dustin Hopkins,kicking,100.0,34,4,1,1,1,1
DAL,Brandon Aubrey,kicking,50.0,48,9,2,4,4,4
DEN,Wil Lutz,kicking,100.0,54,17,5,5,2,2
DET,Jake Bates,kicking,100.0,56,6,1,1,3,3
GB,Brandon McManus,kicking,100.0,51,8,1,1,5,5
HOU,Ka'imi Fairbairn,kicking,66.7,54,9,2,3,3,3
IND,Matt Gay,kicking,100.0,29,6,2,2,0,0
KC,Spencer Shrader,kicking,100.0,41,12,3,3,3,3
LAC,Cameron Dicker,kicking,100.0,52,11,3,3,2,2
LAR,Joshua Karty,kicking,0.0,0,2,0,1,2,2
LV,Daniel Carlson,kicking,100.0,53,13,4,4,1,1
MIA,Jason Sanders,kicking,100.0,51,10,2,2,4,4
MIN,Parker Romo,kicking,100.0,40,12,3,3,3,3
NE,Joey Slye,kicking,0.0,0,1,0,1,1,1
NYG,Graham Gano,kicking,0.0,0,1,0,0,1,1
PHI,Jake Elliott,kicking,100.0,31,13,3,3,4,4
PIT,Chris Boswell,kicking,66.7,48,7,2,3,1,1
SEA,Jason Myers,kicking,100.0,50,4,1,1,1,2
SF,Jake Moody,kicking,100.0,48,4,1,1,1,1
TB,Chase McLaughlin,kicking,100.0,23,6,1,1,3,4
TEN,Nick Folk,kicking,100.0,56,12,3,3,3,3
WSH,Austin Seibert,kicking,66.7,51,7,2,3,0,2
