team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Blake Gillikin,punting,6,310,51.7,0,4,58
BAL,Jordan Stout,punting,3,163,54.3,0,1,62
CAR,Johnny Hekker,punting,2,103,51.5,0,1,55
CHI,Tory Taylor,punting,6,292,48.7,0,1,54
CLE,Corey Bojorquez,punting,3,92,30.7,1,1,41
DAL,Bryan Anger,punting,6,238,39.7,0,3,56
DEN,Riley Dixon,punting,4,192,48.0,0,2,54
DET,Jack Fox,punting,4,192,48.0,0,4,60
GB,Daniel Whelan,punting,4,195,48.8,0,1,59
HOU,Tommy Townsend,punting,5,240,48.0,0,4,52
IND,Rigoberto Sanchez,punting,6,317,52.8,0,2,62
KC,Matt Araiza,punting,2,94,47.0,0,1,48
LAC,JK Scott,punting,4,165,41.3,0,2,45
LAR,Ethan Evans,punting,4,159,39.8,0,1,48
LV,AJ Cole,punting,4,190,47.5,0,2,60
MIA,Jake Bailey,punting,5,240,48.0,0,2,53
MIN,Ryan Wright,punting,4,167,41.8,0,1,46
NE,Bryce Baringer,punting,5,259,51.8,1,2,69
NYG,Jamie Gillan,punting,4,168,42.0,0,3,53
PHI,Braden Mann,punting,1,54,54.0,0,0,54
PIT,Corliss Waitman,punting,1,15,15.0,0,0,15
SEA,Michael Dickson,punting,5,218,43.6,0,3,52
SF,Pat O'Donnell,punting,3,147,49.0,0,1,56
TB,Trenton Gill,punting,2,80,40.0,0,1,47
TEN,Ryan Stonehouse,punting,5,250,50.0,0,2,62
WSH,Tress Way,punting,6,247,41.2,0,5,51
