week,opponent,result
1,BUF,LOSS
2,CLE,WIN
3,DET,LOSS
4,KC,LOSS
5,HOU,LOSS
6,LAR,LOSS
7,BYE,BYE
8,CHI,WIN
9,MIA,WIN
10,MIN,WIN
11,CLE,WIN
12,NYJ,WIN
13,CIN,LOSS
14,PIT,LOSS
15,CIN,WIN
16,NE,LOSS
17,GB,WIN
18,PIT,LOSS
