team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,45,7,2,2,1,1
ATL,Younghoe Koo,kicking,100.0,54,5,1,1,2,2
BAL,Justin Tucker,kicking,0.0,0,4,0,1,4,4
BUF,Tyler Bass,kicking,100.0,43,11,2,2,5,6
CAR,Eddy Pineiro,kicking,100.0,43,12,3,3,3,3
CHI,Cairo Santos,kicking,50.0,53,4,1,2,1,1
CIN,Evan McPherson,kicking,67.0,31,9,2,3,3,3
CLE,Dustin Hopkins,kicking,0.0,0,1,0,1,1,1
DAL,Brandon Aubrey,kicking,100.0,65,7,2,2,1,1
DEN,Wil Lutz,kicking,100.0,43,14,4,4,2,2
DET,Jake Bates,kicking,0.0,0,2,0,0,2,3
GB,Brayden Narveson,kicking,100.0,47,12,3,3,3,3
HOU,Ka'imi Fairbairn,kicking,0.0,0,1,0,1,1,1
IND,Matt Gay,kicking,0.0,0,3,0,0,3,3
JAX,Cam Little,kicking,100.0,41,4,1,1,1,1
KC,Harrison Butker,kicking,100.0,53,10,3,3,1,2
LAC,Cameron Dicker,kicking,100.0,28,4,1,1,1,1
LAR,Joshua Karty,kicking,100.0,37,9,2,2,3,3
LV,Daniel Carlson,kicking,0.0,0,2,0,1,2,2
MIA,Jason Sanders,kicking,50.0,23,3,1,2,0,0
MIN,Will Reichard,kicking,100.0,58,10,2,2,4,4
NE,Joey Slye,kicking,100.0,44,3,1,1,0,0
NO,Blake Grupe,kicking,100.0,38,6,2,2,0,0
NYG,Greg Joseph,kicking,0.0,0,3,0,1,3,3
NYJ,Greg Zuerlein,kicking,50.0,28,6,1,2,3,3
PHI,Jake Elliott,kicking,0.0,0,1,0,1,1,1
PIT,Chris Boswell,kicking,67.0,38,8,2,3,2,2
SEA,Jason Myers,kicking,50.0,56,6,1,2,3,3
SF,Jake Moody,kicking,50.0,26,6,1,2,3,3
TB,Chase McLaughlin,kicking,0.0,0,1,0,0,1,1
TEN,Nick Folk,kicking,0.0,0,2,0,0,2,2
WSH,Austin Seibert,kicking,100.0,42,8,1,1,5,5
