team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,207,6.1,1,1,1,21,34
ATL,Kirk Cousins,passing,230,7.9,1,1,2,20,29
BAL,Lamar Jackson,passing,182,12.1,1,0,0,12,15
BUF,Mitchell Trubisky,passing,3,3.0,0,0,0,1,1
BUF,Josh Allen,passing,263,8.8,4,0,0,23,30
CAR,Andy Dalton,passing,319,8.6,3,0,2,26,37
CHI,Caleb Williams,passing,363,7.0,2,2,4,33,52
CIN,Joe Burrow,passing,324,8.5,3,0,2,29,38
CLE,Deshaun Watson,passing,196,5.3,2,0,8,21,37
DAL,Dak Prescott,passing,379,7.4,2,0,3,28,51
DEN,Bo Nix,passing,216,6.0,0,0,0,25,36
DET,Jared Goff,passing,199,8.7,2,1,2,18,23
GB,Malik Willis,passing,202,10.6,1,0,3,13,19
HOU,C.J. Stroud,passing,215,6.9,1,2,4,20,31
HOU,Stefon Diggs,passing,13,13.0,0,0,0,1,1
HOU,Davis Mills,passing,79,6.6,0,0,1,7,12
IND,Anthony Richardson Sr.,passing,167,8.4,0,2,1,10,20
JAX,Trevor Lawrence,passing,178,4.7,1,1,4,21,38
JAX,Mac Jones,passing,22,2.8,0,0,1,5,8
KC,Patrick Mahomes,passing,217,5.6,2,1,0,26,39
LAC,Justin Herbert,passing,125,6.9,1,0,2,12,18
LAC,Taylor Heinicke,passing,24,12.0,0,0,3,2,2
LAR,Tutu Atwell,passing,0,0.0,0,0,0,0,1
LAR,Matthew Stafford,passing,221,8.8,1,0,3,16,25
LV,Gardner Minshew II,passing,214,7.6,1,1,2,18,28
LV,Aidan O'Connell,passing,82,6.8,1,0,1,9,12
MIA,Skylar Thompson,passing,107,5.6,0,0,5,13,19
MIA,Tim Boyle,passing,79,6.1,0,0,1,7,13
MIN,Sam Darnold,passing,181,6.5,4,0,4,17,28
NE,Jacoby Brissett,passing,98,5.4,0,0,5,12,18
NE,Drake Maye,passing,22,2.8,0,0,2,4,8
NO,Derek Carr,passing,142,5.7,1,1,1,14,25
NYG,Malik Nabers,passing,0,0.0,0,0,0,0,1
NYG,Daniel Jones,passing,236,6.9,2,0,2,24,34
NYJ,Aaron Rodgers,passing,281,8.0,2,0,2,27,35
PHI,Jalen Hurts,passing,311,8.2,0,1,4,29,38
PIT,Justin Fields,passing,245,7.7,1,1,2,25,32
SEA,Geno Smith,passing,289,8.5,1,2,3,26,34
SF,Brock Purdy,passing,292,9.7,3,0,1,22,30
TB,Baker Mayfield,passing,163,4.9,1,1,7,25,33
TEN,Will Levis,passing,260,7.6,2,2,8,26,34
WSH,Jayden Daniels,passing,254,11.0,2,0,2,21,23
