team,player,category,FUM,LOST
ATL,Bijan Robinson,fumbles,0,0
ATL,Kirk Cousins,fumbles,2,0
BAL,Marcus Williams,fumbles,0,0
BUF,Casey Toohill,fumbles,0,0
CHI,Caleb Williams,fumbles,1,1
CLE,Deshaun Watson,fumbles,2,2
CLE,Grant Delpit,fumbles,0,0
CLE,Ronnie Hickman,fumbles,0,0
DAL,Dak Prescott,fumbles,1,0
DAL,CeeDee Lamb,fumbles,1,1
DEN,Javonte Williams,fumbles,1,1
DEN,Brandon Jones,fumbles,0,0
GB,Lukas Van Ness,fumbles,0,0
IND,Grover Stewart,fumbles,0,0
JAX,Mac Jones,fumbles,1,1
LAC,Rashawn Slater,fumbles,0,0
LAC,Bradley Bozeman,fumbles,1,0
LAC,Justin Herbert,fumbles,1,0
LAR,Braden Fiske,fumbles,0,0
MIA,Alec Ingold,fumbles,1,0
MIA,Skylar Thompson,fumbles,2,0
MIA,Terron Armstead,fumbles,0,0
MIA,Jeff Wilson Jr.,fumbles,0,0
MIN,Brandon Powell,fumbles,0,0
MIN,Sam Darnold,fumbles,1,0
NE,Rhamondre Stevenson,fumbles,1,1
NO,Willie Gay Jr.,fumbles,0,0
NYG,Daniel Jones,fumbles,1,0
NYG,Elijah Chatman,fumbles,0,0
NYG,Azeez Ojulari,fumbles,0,0
NYG,Eric Gray,fumbles,1,1
NYG,Devin Singletary,fumbles,1,1
NYJ,Breece Hall,fumbles,1,0
NYJ,Chuck Clark,fumbles,0,0
PHI,Dallas Goedert,fumbles,1,0
PHI,Jalen Hurts,fumbles,1,1
SEA,Geno Smith,fumbles,1,0
SF,Brock Purdy,fumbles,1,1
SF,Jake Brendel,fumbles,1,0
TB,Logan Hall,fumbles,0,0
TB,Cade Otton,fumbles,1,1
TEN,Will Levis,fumbles,1,1
WSH,Nick Allegretti,fumbles,0,0
