team,player,category,CAR,YDS,AVG,TD,LONG
MIA,Alec Ingold,rushing,2,0,0.0,0,0
MIA,Braxton Berrios,rushing,1,11,11.0,0,11
MIA,Chris Brooks,rushing,19,106,5.0,0,52
MIA,Darrynton Evans,rushing,2,16,8.0,0,13
MIA,De'Von Achane,rushing,103,800,6.8,8,76
MIA,Erik Ezukanma,rushing,5,22,5.1,0,12
MIA,Jaylen Waddle,rushing,3,12,4.0,0,12
MIA,Jeff Wilson Jr.,rushing,41,188,4.28,0,15
MIA,Mike White,rushing,8,-9,-1.06,0,0
MIA,Raheem Mostert,rushing,209,1012,4.73,18,49
MIA,Salvon Ahmed,rushing,22,61,2.44,1,10
MIA,Tua Tagovailoa,rushing,35,74,2.26,0,9
MIA,Tyreek Hill,rushing,6,15,3.4,0,14
