team,player,category,FUM,LOST
MIA,Andrew Van Ginkel,fumbles,0,0
MIA,Bradley Chubb,fumbles,0,0
MIA,Brandon Jones,fumbles,0,0
MIA,Braxton Berrios,fumbles,1,0
MIA,Chase Claypool,fumbles,0,0
MIA,Christian Wilkins,fumbles,0,0
MIA,De'Von Achane,fumbles,1,1
MIA,DeShon Elliott,fumbles,0,0
MIA,Elijah Campbell,fumbles,0,0
MIA,Jevon Holland,fumbles,0,0
MIA,Julian Hill,fumbles,1,1
MIA,Kader Kohou,fumbles,0,0
MIA,Liam Eichenberg,fumbles,2,0
MIA,Mike White,fumbles,1,1
MIA,Raheem Mostert,fumbles,4,1
MIA,Tua Tagovailoa,fumbles,13,5
MIA,Tyreek Hill,fumbles,1,1
MIA,Zach Sieler,fumbles,0,0
