team,player,category,REC,YDS,AVG,TD,LONG,TGTS
IND,Ashton Dulin,receiving,13,173,12.92,2,62,22
IND,Danny Pinter,receiving,1,2,2.0,1,2,1
IND,Dezmon Patmon,receiving,2,21,5.25,1,14,4
IND,Jack Doyle,receiving,29,302,8.17,3,34,43
IND,Jonathan Taylor,receiving,40,360,8.75,2,76,51
IND,Keke Coutee,receiving,1,5,5.0,0,5,1
IND,Kylen Granson,receiving,11,106,8.55,0,27,15
IND,Marlon Mack,receiving,2,8,2.67,0,7,5
IND,Michael Pittman Jr.,receiving,88,1082,12.58,6,57,129
IND,Michael Strachan,receiving,2,26,6.5,0,16,3
IND,Mo Alie-Cox,receiving,24,316,10.46,4,37,45
IND,Nyheim Hines,receiving,40,310,7.2,1,36,57
IND,Parris Campbell,receiving,10,162,17.42,1,51,20
IND,T.Y. Hilton,receiving,23,331,16.03,3,52,37
IND,Zach Pascal,receiving,38,384,8.95,3,41,69
