team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
IND,Michael Badgley,kicking,90.33,46,93,18,21,39,39
IND,Rodrigo Blankenship,kicking,85.0,48,40,11,14,7,8
