team,player,category,FUM,LOST
IND,Andrew Sendejo,fumbles,0,0
IND,Anthony Chesley,fumbles,0,0
IND,Ashton Dulin,fumbles,0,0
IND,Carson Wentz,fumbles,8,5
IND,George Odum,fumbles,0,0
IND,Isaiah Rodgers,fumbles,1,0
IND,Jack Doyle,fumbles,0,0
IND,Jonathan Taylor,fumbles,4,2
IND,Kemoko Turay,fumbles,0,0
IND,Khari Willis,fumbles,0,0
IND,Kwity Paye,fumbles,0,0
IND,Michael Pittman Jr.,fumbles,1,0
IND,Mo Alie-Cox,fumbles,1,0
IND,Nyheim Hines,fumbles,3,2
IND,Rock Ya-Sin,fumbles,0,0
IND,Shaquille Leonard,fumbles,1,0
IND,T.J. Carrie,fumbles,0,0
IND,Tyquan Lewis,fumbles,1,1
IND,Xavier Rhodes,fumbles,0,0
IND,Zach Pascal,fumbles,1,1
IND,Zaire Franklin,fumbles,0,0
