week,opponent,result
1,TEN,WIN
2,MIN,WIN
3,JAX,WIN
4,LAR,WIN
5,SF,WIN
6,CLE,WIN
7,HOU,WIN
8,GB,LOSS
9,SF,WIN
10,CAR,LOSS
11,SEA,WIN
12,BYE,BYE
13,CHI,WIN
14,LAR,LOSS
15,DET,LOSS
16,IND,LOSS
17,DAL,WIN
18,SEA,LOSS
