week,opponent,result
1,GB,LOSS
2,CHI,WIN
3,BAL,WIN
4,CLE,WIN
5,CIN,WIN
6,KC,LOSS
7,TB,WIN
8,BYE,BYE
9,MIN,LOSS
10,WSH,WIN
11,PHI,LOSS
12,NYG,WIN
13,GB,LOSS
14,DAL,WIN
15,LAR,LOSS
16,PIT,LOSS
17,MIN,LOSS
18,CHI,WIN
