team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
HOU,Ka'imi Fairbairn,kicking,92.0,57,160,44,48,28,28
HOU,Matthew Wright,kicking,100.0,43,14,4,4,2,2
