team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Chase Edmonds,rushing,7,30,4.3,1,11
ARI,James Conner,rushing,5,22,4.4,2,9
ARI,Kyler Murray,rushing,6,21,3.5,0,9
ARI,Rondale Moore,rushing,2,1,0.5,0,2
ATL,Matt Ryan,rushing,2,3,1.5,0,3
ATL,Cordarrelle Patterson,rushing,9,35,3.9,0,14
ATL,Mike Davis,rushing,9,44,4.9,0,18
BUF,Devin Singletary,rushing,7,28,4.0,0,13
BUF,Zack Moss,rushing,8,19,2.4,0,7
BUF,Josh Allen,rushing,8,55,6.9,1,34
CAR,PJ Walker,rushing,1,-1,-1.0,0,-1
CAR,Ameer Abdullah,rushing,8,31,3.9,0,9
CAR,Sam Darnold,rushing,8,66,8.3,0,20
CAR,Chuba Hubbard,rushing,24,82,3.4,1,9
CAR,Royce Freeman,rushing,6,25,4.2,0,6
CHI,Damien Williams,rushing,2,-3,-1.5,0,-1
CHI,Khalil Herbert,rushing,23,72,3.1,0,22
CHI,Justin Fields,rushing,10,103,10.3,1,22
CHI,Ryan Nall,rushing,1,4,4.0,0,4
CIN,Joe Burrow,rushing,1,-1,-1.0,0,-1
CIN,Ja'Marr Chase,rushing,1,9,9.0,0,9
CIN,Joe Mixon,rushing,14,33,2.4,1,8
CLE,Baker Mayfield,rushing,1,5,5.0,0,5
CLE,Demetric Felton,rushing,1,3,3.0,0,3
CLE,Jarvis Landry,rushing,1,5,5.0,0,5
CLE,D'Ernest Johnson,rushing,4,22,5.5,1,11
CLE,Nick Chubb,rushing,16,61,3.8,0,21
DAL,Tony Pollard,rushing,7,26,3.7,0,7
DAL,Ezekiel Elliott,rushing,16,50,3.1,0,8
DAL,Cooper Rush,rushing,1,2,2.0,0,2
DEN,Javonte Williams,rushing,9,35,3.9,0,14
DEN,Melvin Gordon III,rushing,10,47,4.7,1,11
DEN,Teddy Bridgewater,rushing,1,1,1.0,0,1
DEN,Jerry Jeudy,rushing,1,0,0.0,0,0
DET,David Blough,rushing,1,6,6.0,0,6
DET,Jermar Jefferson,rushing,2,6,3.0,1,8
DET,Godwin Igwebuike,rushing,3,18,6.0,0,9
DET,D'Andre Swift,rushing,12,27,2.3,0,7
GB,Aaron Jones Sr.,rushing,15,59,3.9,1,16
GB,Amari Rodgers,rushing,1,11,11.0,0,11
GB,Aaron Rodgers,rushing,2,3,1.5,0,4
GB,AJ Dillon,rushing,16,78,4.9,0,12
HOU,Scottie Phillips,rushing,5,11,2.2,0,4
HOU,Rex Burkhead,rushing,4,21,5.3,1,14
HOU,David Johnson,rushing,2,4,2.0,0,4
HOU,Phillip Lindsay,rushing,3,8,2.7,0,5
IND,Nyheim Hines,rushing,1,2,2.0,0,2
IND,Jonathan Taylor,rushing,16,70,4.4,1,12
IND,Carson Wentz,rushing,3,11,3.7,0,6
JAX,Carlos Hyde,rushing,9,32,3.6,0,7
JAX,James Robinson,rushing,4,22,5.5,0,14
JAX,Trevor Lawrence,rushing,3,11,3.7,0,8
JAX,Dare Ogunbowale,rushing,2,9,4.5,0,5
JAX,Laviska Shenault Jr.,rushing,1,8,8.0,0,8
KC,Darrel Williams,rushing,13,49,3.8,0,12
KC,Derrick Gore,rushing,11,48,4.4,1,10
KC,Patrick Mahomes,rushing,3,10,3.3,0,6
LAC,Larry Rountree III,rushing,4,11,2.8,0,4
LAC,Justin Jackson,rushing,3,79,26.3,0,75
LAC,Austin Ekeler,rushing,11,64,5.8,1,28
LAC,Justin Herbert,rushing,2,9,4.5,0,10
LAR,Buddy Howell,rushing,5,11,2.2,0,4
LAR,Darrell Henderson Jr.,rushing,14,90,6.4,1,19
LAR,Sony Michel,rushing,9,42,4.7,0,14
LAR,Robert Woods,rushing,3,22,7.3,1,16
MIA,Tua Tagovailoa,rushing,4,10,2.5,1,6
MIA,Salvon Ahmed,rushing,7,22,3.1,0,12
MIA,Myles Gaskin,rushing,12,36,3.0,0,7
MIN,C.J. Ham,rushing,1,0,0.0,0,0
MIN,Alexander Mattison,rushing,2,5,2.5,0,4
MIN,Kirk Cousins,rushing,3,18,6.0,0,13
MIN,Dalvin Cook,rushing,18,78,4.3,0,19
NE,Damien Harris,rushing,23,80,3.5,1,10
NE,Brandon Bolden,rushing,4,26,6.5,0,14
NE,Rhamondre Stevenson,rushing,8,26,3.3,0,8
NE,Mac Jones,rushing,4,10,2.5,0,6
NO,Deonte Harty,rushing,1,22,22.0,0,22
NO,Mark Ingram II,rushing,6,27,4.5,0,11
NO,Trevor Siemian,rushing,2,2,1.0,0,3
NO,Alvin Kamara,rushing,19,61,3.2,1,15
NO,Jameis Winston,rushing,4,40,10.0,0,20
NYG,Daniel Jones,rushing,5,12,2.4,0,6
NYG,Devontae Booker,rushing,15,60,4.0,0,14
NYJ,Elijah Moore,rushing,1,4,4.0,0,4
NYJ,Michael Carter,rushing,15,77,5.1,1,18
NYJ,Ty Johnson,rushing,4,15,3.8,0,8
NYJ,La'Mical Perine,rushing,1,3,3.0,0,3
NYJ,Mike White,rushing,5,-1,-0.2,0,2
NYJ,Jeff Smith,rushing,1,-1,-1.0,0,-1
PHI,Jalen Reagor,rushing,2,21,10.5,0,11
PHI,Jalen Hurts,rushing,7,71,10.1,0,21
PHI,Boston Scott,rushing,12,60,5.0,2,19
PHI,Jordan Howard,rushing,12,57,4.8,2,10
PHI,Kenny Gainwell,rushing,13,27,2.1,0,8
PIT,Ray-Ray McCloud III,rushing,1,10,10.0,0,10
PIT,Anthony McFarland Jr.,rushing,1,1,1.0,0,1
PIT,Ben Roethlisberger,rushing,1,0,0.0,0,0
PIT,Kalen Ballage,rushing,1,-3,-3.0,0,-3
PIT,Chase Claypool,rushing,2,16,8.0,0,16
PIT,Najee Harris,rushing,26,91,3.5,1,11
SEA,Rashaad Penny,rushing,7,7,1.0,0,5
SEA,Alex Collins,rushing,10,44,4.4,0,12
SEA,Travis Homer,rushing,4,9,2.3,0,7
SEA,Geno Smith,rushing,2,8,4.0,1,7
SEA,Gerald Everett,rushing,1,-5,-5.0,0,-5
SEA,DeeJay Dallas,rushing,1,6,6.0,0,6
SF,Jimmy Garoppolo,rushing,5,4,0.8,2,5
SF,JaMycal Hasty,rushing,3,4,1.3,0,2
SF,Elijah Mitchell,rushing,18,137,7.6,1,39
TB,Leonard Fournette,rushing,8,26,3.3,0,13
TB,Ronald Jones,rushing,3,13,4.3,0,9
TB,Tom Brady,rushing,1,2,2.0,0,2
TB,Giovani Bernard,rushing,2,30,15.0,0,24
TEN,Derrick Henry,rushing,28,68,2.4,0,9
TEN,Ryan Tannehill,rushing,2,26,13.0,0,13
TEN,Logan Woodside,rushing,1,-1,-1.0,0,-1
WSH,Jaret Patterson,rushing,11,46,4.2,0,13
WSH,Terry McLaurin,rushing,1,12,12.0,0,12
WSH,Taylor Heinicke,rushing,1,10,10.0,0,10
WSH,J.D. McKissic,rushing,3,10,3.3,0,4
WSH,Antonio Gibson,rushing,8,34,4.3,0,12
