team,player,category,FUM,LOST
ARI,Rondale Moore,fumbles,1,1
ARI,Kyler Murray,fumbles,1,0
ATL,Matt Ryan,fumbles,1,0
ATL,Adetokunbo Ogundeji,fumbles,0,0
BUF,Josh Allen,fumbles,1,0
BUF,Micah Hyde,fumbles,0,0
CAR,Chuba Hubbard,fumbles,1,1
CHI,Justin Fields,fumbles,2,0
CHI,Khalil Herbert,fumbles,0,0
CHI,Ryan Nall,fumbles,0,0
CHI,Marquise Goodwin,fumbles,1,0
CIN,Joe Burrow,fumbles,1,0
CIN,Riley Reiff,fumbles,0,0
CIN,Vonn Bell,fumbles,0,0
CLE,Jarvis Landry,fumbles,1,1
DAL,Amari Cooper,fumbles,1,0
DAL,Cooper Rush,fumbles,1,1
DEN,Melvin Gordon III,fumbles,1,1
DET,David Blough,fumbles,1,0
DET,D'Andre Swift,fumbles,1,1
DET,Tommy Kraemer,fumbles,0,0
DET,Jared Goff,fumbles,1,0
GB,Juwann Winfree,fumbles,1,0
GB,Ty Summers,fumbles,0,0
GB,Oren Burks,fumbles,0,0
GB,Amari Rodgers,fumbles,1,0
HOU,Davis Mills,fumbles,1,0
HOU,Danny Amendola,fumbles,1,0
IND,Jonathan Taylor,fumbles,0,0
IND,Carson Wentz,fumbles,1,0
IND,Tyquan Lewis,fumbles,1,1
KC,Trey Smith,fumbles,0,0
KC,Travis Kelce,fumbles,1,1
KC,Patrick Mahomes,fumbles,1,0
LAC,Nasir Adderley,fumbles,0,0
MIA,Austin Reiter,fumbles,1,1
MIA,Tua Tagovailoa,fumbles,1,0
MIA,Robert Hunt,fumbles,0,0
MIN,Anthony Barr,fumbles,0,0
MIN,Kirk Cousins,fumbles,1,0
NE,Kendrick Bourne,fumbles,1,1
NO,David Onyemata,fumbles,0,0
NO,Trevor Siemian,fumbles,1,0
NYG,Billy Price,fumbles,0,0
NYG,Dante Pettis,fumbles,1,0
NYG,Keion Crossen,fumbles,0,0
NYG,James Bradberry IV,fumbles,0,0
NYG,Daniel Jones,fumbles,1,0
NYJ,Jamison Crowder,fumbles,1,1
PHI,Darius Slay,fumbles,0,0
PIT,Ray-Ray McCloud III,fumbles,1,0
PIT,T.J. Watt,fumbles,0,0
PIT,Justin Layne,fumbles,0,0
TB,Tom Brady,fumbles,1,1
TEN,Derrick Henry,fumbles,1,0
TEN,Anthony Firkser,fumbles,0,0
WSH,Charles Leno Jr.,fumbles,0,0
WSH,Taylor Heinicke,fumbles,2,0
WSH,David Mayo,fumbles,0,0
