team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,274,8.3,0,2,2,22,33
ATL,Matt Ryan,passing,146,5.4,1,2,3,20,27
BUF,Josh Allen,passing,249,5.9,2,0,0,29,42
BUF,Cole Beasley,passing,0,0.0,0,0,0,0,1
CAR,Sam Darnold,passing,129,5.4,0,0,0,13,24
CAR,PJ Walker,passing,0,0.0,0,0,0,0,1
CHI,Justin Fields,passing,175,6.5,1,1,4,19,27
CIN,Joe Burrow,passing,259,7.6,3,1,3,21,34
CIN,Tyler Boyd,passing,46,46.0,0,0,0,1,1
CLE,Baker Mayfield,passing,225,7.3,0,0,4,20,31
DAL,Cedrick Wilson Jr.,passing,35,35.0,0,0,0,1,1
DAL,Cooper Rush,passing,325,8.1,2,1,3,24,40
DEN,Teddy Bridgewater,passing,213,8.2,1,0,4,19,26
DET,David Blough,passing,0,0.0,0,0,1,0,0
DET,Jared Goff,passing,222,6.5,0,0,5,25,34
GB,Aaron Rodgers,passing,184,5.0,2,0,1,22,37
HOU,Rex Burkhead,passing,0,0.0,0,0,0,0,1
HOU,Davis Mills,passing,310,8.2,2,1,5,29,38
IND,Carson Wentz,passing,231,4.5,3,2,1,27,51
JAX,Trevor Lawrence,passing,238,4.4,1,1,1,32,54
KC,Patrick Mahomes,passing,275,5.7,1,1,2,29,48
LAC,Justin Herbert,passing,223,6.4,2,2,3,18,35
LAR,Matthew Stafford,passing,305,9.5,3,0,0,21,32
LAR,John Wolford,passing,5,2.5,0,0,1,1,2
MIA,Tua Tagovailoa,passing,205,5.3,0,1,2,21,39
MIN,Justin Jefferson,passing,0,0.0,0,0,0,0,1
MIN,Kirk Cousins,passing,184,5.3,1,0,1,23,35
NE,Mac Jones,passing,217,6.2,0,0,1,18,35
NO,Jameis Winston,passing,56,5.6,1,0,0,6,10
NO,Trevor Siemian,passing,159,5.5,1,0,1,16,29
NYG,Kadarius Toney,passing,19,19.0,0,0,0,1,1
NYG,Daniel Jones,passing,222,6.9,2,1,3,22,32
NYJ,Mike White,passing,405,9.0,3,2,2,37,45
NYJ,Josh Johnson,passing,17,4.3,0,0,0,2,4
PHI,Jalen Hurts,passing,103,7.4,0,0,0,9,14
PHI,Gardner Minshew II,passing,11,5.5,0,0,0,2,2
PIT,Ben Roethlisberger,passing,266,7.8,1,0,2,22,34
PIT,Chris Boswell,passing,0,0.0,0,0,0,0,1
SEA,Geno Smith,passing,195,8.1,2,0,3,20,24
SF,Jimmy Garoppolo,passing,322,11.5,0,0,0,17,28
TB,Tom Brady,passing,375,9.4,4,2,3,28,40
TB,Leonard Fournette,passing,0,0.0,0,0,0,0,1
TEN,Ryan Tannehill,passing,265,8.0,3,2,3,23,33
TEN,A.J. Brown,passing,0,0.0,0,0,0,0,1
WSH,Taylor Heinicke,passing,270,6.9,1,2,5,24,39
