week,opponent,result
1,TB,LOSS
2,LAC,WIN
3,PHI,WIN
4,CAR,WIN
5,NYG,WIN
6,NE,WIN
7,BYE,BYE
8,MIN,WIN
9,DEN,LOSS
10,ATL,WIN
11,KC,LOSS
12,LV,LOSS
13,NO,WIN
14,WSH,WIN
15,NYG,WIN
16,WSH,WIN
17,ARI,LOSS
18,PHI,WIN
