week,opponent,result
1,LAC,WIN
2,NE,WIN
3,DEN,WIN
4,BUF,LOSS
5,NYG,WIN
6,CAR,WIN
7,PHI,LOSS
8,NE,WIN
9,KC,LOSS
10,BYE,BYE
11,LV,WIN
12,NYJ,WIN
13,WSH,WIN
14,TEN,LOSS
15,NYJ,WIN
16,DAL,WIN
17,BAL,LOSS
18,BUF,LOSS
