team,player,category,REC,YDS,AVG,TD,LONG,TGTS
PHI,Boston Scott,receiving,13,83,4.9,0,19,16
PHI,Dallas Goedert,receiving,56,830,14.62,4,45,76
PHI,DeVonta Smith,receiving,64,916,13.81,5,46,104
PHI,Greg Ward,receiving,7,95,10.58,3,27,11
PHI,J.J. Arcega-Whiteside,receiving,2,36,12.0,0,23,5
PHI,Jack Stoll,receiving,4,22,6.33,0,9,5
PHI,Jalen Hurts,receiving,0,0,0.0,0,0,1
PHI,Jalen Reagor,receiving,33,299,6.72,2,34,57
PHI,Jason Huntley,receiving,0,0,0.0,0,0,1
PHI,Jordan Howard,receiving,2,19,4.75,0,10,5
PHI,Kenny Gainwell,receiving,33,253,6.64,1,19,50
PHI,Lane Johnson,receiving,1,5,5.0,1,5,1
PHI,Miles Sanders,receiving,26,158,4.62,0,25,34
PHI,Quez Watkins,receiving,43,647,14.61,1,91,62
PHI,Richard Rodgers,receiving,2,11,5.5,0,9,2
PHI,Tyree Jackson,receiving,3,22,2.43,1,13,7
