team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIN,Adam Thielen,receiving,67,726,10.52,10,35,95
MIN,Alexander Mattison,receiving,32,228,6.56,1,24,39
MIN,Ameer Abdullah,receiving,3,17,3.17,0,10,4
MIN,Ben Ellefson,receiving,0,0,0.0,0,0,1
MIN,C.J. Ham,receiving,17,125,9.39,0,27,18
MIN,Chris Herndon,receiving,4,40,8.0,1,17,7
MIN,Dalvin Cook,receiving,34,224,5.82,0,24,49
MIN,Dede Westbrook,receiving,10,68,6.19,0,17,15
MIN,Garrett Bradbury,receiving,1,21,21.0,0,21,1
MIN,Ihmir Smith-Marsette,receiving,5,116,15.77,2,44,6
MIN,Justin Jefferson,receiving,108,1616,15.08,10,56,167
MIN,K.J. Osborn,receiving,50,655,12.66,7,64,82
MIN,Kene Nwangwu,receiving,4,9,2.25,0,6,5
MIN,Luke Stocker,receiving,2,12,6.0,0,7,2
MIN,Tyler Conklin,receiving,61,593,9.72,3,40,87
