team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
MIN,Justin Jefferson,passing,35,8.75,0,0,0,2,4
MIN,Kellen Mond,passing,5,1.7,0,0,0,2,3
MIN,Kirk Cousins,passing,4221,7.52,33,7,28,372,561
MIN,Sean Mannion,passing,189,5.3,1,0,2,22,36
