week,opponent,result
1,GB,WIN
2,PHI,LOSS
3,DET,WIN
4,NO,WIN
5,CHI,WIN
6,MIA,WIN
7,BYE,BYE
8,ARI,WIN
9,WSH,WIN
10,BUF,WIN
11,DAL,LOSS
12,NE,WIN
13,NYJ,WIN
14,DET,LOSS
15,IND,WIN
16,NYG,WIN
17,GB,LOSS
18,CHI,WIN
