team,player,category,INT,YDS,TD
ATL,A.J. Terrell Jr.,interceptions,1,35,0
CHI,Tashaun Gipson Sr.,interceptions,1,0,0
CIN,Eli Apple,interceptions,1,0,0
CLE,Malcolm Smith,interceptions,1,1,0
CLE,Denzel Ward,interceptions,1,0,0
DAL,Jayron Kearse,interceptions,1,34,0
DET,Amani Oruwariye,interceptions,1,5,0
DET,AJ Parker,interceptions,1,0,0
HOU,Desmond King II,interceptions,2,25,0
HOU,Kamu Grugier-Hill,interceptions,1,82,0
HOU,Terrance Mitchell,interceptions,1,22,0
IND,George Odum,interceptions,1,21,0
IND,Kenny Moore II,interceptions,1,14,0
IND,Zaire Franklin,interceptions,1,8,0
KC,Charvarius Ward,interceptions,1,0,0
KC,L'Jarius Sneed,interceptions,1,2,0
NE,Kyle Van Noy,interceptions,1,35,1
NE,Adrian Phillips,interceptions,1,0,0
NE,Devin McCourty,interceptions,1,0,0
NE,J.C. Jackson,interceptions,1,3,0
NYG,Adoree' Jackson,interceptions,1,10,0
NYJ,Ashtyn Davis,interceptions,1,0,0
PHI,Darius Slay,interceptions,1,51,1
PHI,T.J. Edwards,interceptions,1,1,0
PIT,Cameron Sutton,interceptions,1,4,0
TB,Steve McLendon,interceptions,1,0,0
TB,Mike Edwards,interceptions,1,0,0
