team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,33.0,53,5,1,3,2,3
ATL,Younghoe Koo,kicking,0.0,0,0,0,1,0,0
BAL,Justin Tucker,kicking,100.0,46,10,3,3,1,1
BUF,Tyler Bass,kicking,0.0,0,1,0,2,1,1
CAR,Zane Gonzalez,kicking,0.0,0,3,0,0,3,3
CHI,Cairo Santos,kicking,0.0,0,1,0,1,1,1
CIN,Evan McPherson,kicking,100.0,54,14,4,4,2,3
CLE,Chase McLaughlin,kicking,0.0,0,1,0,1,1,2
DAL,Greg Zuerlein,kicking,100.0,48,9,3,3,0,0
DET,Aldrick Rosas,kicking,100.0,43,4,1,1,1,1
GB,Mason Crosby,kicking,50.0,54,7,1,2,4,4
HOU,Ka'imi Fairbairn,kicking,100.0,43,10,3,3,1,2
IND,Michael Badgley,kicking,100.0,36,11,2,2,5,5
JAX,Matthew Wright,kicking,100.0,30,4,1,1,1,1
KC,Harrison Butker,kicking,67.0,53,7,2,3,1,2
LAC,Dustin Hopkins,kicking,100.0,41,11,2,2,5,5
LV,Daniel Carlson,kicking,100.0,47,7,2,2,1,1
MIA,Jason Sanders,kicking,50.0,24,6,1,2,3,3
MIN,Greg Joseph,kicking,100.0,51,8,2,2,2,3
NE,Nick Folk,kicking,100.0,53,13,4,4,1,2
NO,Brett Maher,kicking,100.0,28,5,1,1,2,3
NYG,Graham Gano,kicking,100.0,37,4,1,1,1,1
NYJ,Matt Ammendola,kicking,33.0,35,5,1,3,2,2
PHI,Jake Elliott,kicking,100.0,50,16,4,4,4,4
PIT,Chris Boswell,kicking,100.0,45,13,3,3,4,4
SEA,Jason Myers,kicking,100.0,27,7,2,2,1,1
SF,Robbie Gould,kicking,100.0,48,12,3,3,3,3
TB,Ryan Succop,kicking,100.0,40,12,3,3,3,3
TEN,Randy Bullock,kicking,0.0,0,1,0,0,1,2
WSH,Joey Slye,kicking,100.0,36,9,2,2,3,3
