team,player,category,FUM,LOST
GB,AJ Dillon,fumbles,2,1
GB,Aaron Jones Sr.,fumbles,2,1
GB,Aaron Rodgers,fumbles,3,0
GB,Amari Rodgers,fumbles,2,0
GB,De'Vondre Campbell,fumbles,0,0
GB,Dean Lowry,fumbles,0,0
GB,Jordan Love,fumbles,3,1
GB,Juwann Winfree,fumbles,2,1
GB,Kenny Clark,fumbles,0,0
GB,Krys Barnes,fumbles,0,0
GB,Lucas Patrick,fumbles,0,0
GB,Malik Taylor,fumbles,1,1
GB,Marcedes Lewis,fumbles,1,0
GB,Oren Burks,fumbles,0,0
GB,Preston Smith,fumbles,1,0
GB,Randall Cobb,fumbles,1,1
GB,Rashan Gary,fumbles,0,0
GB,Ty Summers,fumbles,0,0
GB,Yosh Nijman,fumbles,0,0
