team,player,category,INT,YDS,TD
GB,Adrian Amos,interceptions,2,0,0
GB,Chandon Sullivan,interceptions,3,14,0
GB,Darnell Savage,interceptions,2,0,0
GB,De'Vondre Campbell,interceptions,2,15,0
GB,Eric Stokes,interceptions,1,0,0
GB,Henry Black,interceptions,1,0,0
GB,Jaire Alexander,interceptions,1,30,0
GB,Kevin King,interceptions,1,0,0
GB,Rasul Douglas,interceptions,5,105,2
