team,player,category,REC,YDS,AVG,TD,LONG,TGTS
GB,AJ Dillon,receiving,34,313,9.63,2,50,37
GB,Aaron Jones Sr.,receiving,52,391,6.75,6,26,65
GB,Aaron Rodgers,receiving,1,-4,-4.0,0,-4,1
GB,Allen Lazard,receiving,40,513,14.04,8,42,60
GB,Amari Rodgers,receiving,4,45,11.25,0,19,8
GB,Davante Adams,receiving,123,1553,12.6,11,59,169
GB,Dominique Dafney,receiving,2,34,8.5,0,26,4
GB,Equanimeous St. Brown,receiving,9,98,7.44,0,26,17
GB,Josiah Deguara,receiving,25,245,8.79,2,62,33
GB,Juwann Winfree,receiving,8,58,4.96,0,12,13
GB,Kylin Hill,receiving,1,5,2.5,0,5,2
GB,Malik Taylor,receiving,2,14,7.0,0,7,3
GB,Marcedes Lewis,receiving,23,214,7.3,0,23,28
GB,Marquez Valdes-Scantling,receiving,26,430,13.5,3,75,55
GB,Patrick Taylor Jr.,receiving,2,3,1.5,0,3,2
GB,Randall Cobb,receiving,28,375,13.12,5,54,39
GB,Robert Tonyan,receiving,18,204,9.55,2,33,29
GB,Tyler Davis,receiving,4,35,7.62,0,22,5
