team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CIN,Auden Tate,receiving,3,39,9.75,1,18,4
CIN,C.J. Uzomah,receiving,49,493,9.09,5,55,63
CIN,Chris Evans,receiving,15,151,8.87,2,24,17
CIN,Drew Sample,receiving,11,81,6.0,0,19,15
CIN,Ja'Marr Chase,receiving,81,1455,16.39,13,82,128
CIN,Joe Mixon,receiving,42,314,5.23,3,52,48
CIN,Mike Thomas,receiving,5,52,7.43,0,19,11
CIN,Mitchell Wilcox,receiving,3,16,5.3,0,8,5
CIN,Samaje Perine,receiving,27,196,8.07,1,23,31
CIN,Stanley Morgan Jr.,receiving,2,11,3.67,0,8,4
CIN,Tee Higgins,receiving,74,1091,14.63,6,54,110
CIN,Trayveon Williams,receiving,1,4,4.0,0,4,2
CIN,Trent Taylor,receiving,2,41,20.5,0,26,3
CIN,Trenton Irwin,receiving,2,34,17.0,0,25,5
CIN,Tyler Boyd,receiving,67,828,12.05,5,68,94
