team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
CIN,Elliott Fry,kicking,100.0,36,4,1,1,1,1
CIN,Evan McPherson,kicking,87.0,58,130,28,33,46,48
