team,player,category,INT,YDS,TD
CIN,Chidobe Awuzie,interceptions,2,42,0
CIN,Eli Apple,interceptions,2,50,0
CIN,Germaine Pratt,interceptions,1,4,0
CIN,Jessie Bates III,interceptions,1,65,0
CIN,Logan Wilson,interceptions,4,31,0
CIN,Mike Hilton,interceptions,2,59,1
CIN,Vonn Bell,interceptions,1,15,0
