team,player,category,FUM,LOST
CIN,Brandon Allen,fumbles,1,0
CIN,Darius Phillips,fumbles,4,2
CIN,Drew Sample,fumbles,0,0
CIN,Eli Apple,fumbles,1,0
CIN,Germaine Pratt,fumbles,0,0
CIN,Ja'Marr Chase,fumbles,2,1
CIN,Jessie Bates III,fumbles,0,0
CIN,Joe Burrow,fumbles,5,2
CIN,Joe Mixon,fumbles,2,1
CIN,Khalid Kareem,fumbles,0,0
CIN,Riley Reiff,fumbles,0,0
CIN,Sam Hubbard,fumbles,0,0
CIN,Tee Higgins,fumbles,1,1
CIN,Trayvon Henderson,fumbles,0,0
CIN,Tre Flowers,fumbles,0,0
CIN,Trey Hill,fumbles,1,0
CIN,Tyler Boyd,fumbles,1,0
CIN,Vonn Bell,fumbles,0,0
