week,opponent,result
1,NYJ,WIN
2,SEA,LOSS
3,NE,WIN
4,MIN,WIN
6,CLE,WIN
7,CIN,LOSS
8,GB,LOSS
9,IND,WIN
10,LAC,LOSS
11,CIN,WIN
12,CHI,LOSS
13,BUF,LOSS
14,BAL,WIN
15,MIA,WIN
16,DET,WIN
17,CLE,LOSS
18,BAL,WIN
