team,player,category,REC,YDS,AVG,TD,LONG,TGTS
HOU,Andre Roberts,receiving,1,35,35.0,0,35,2
HOU,Anthony Miller,receiving,5,23,4.0,1,10,11
HOU,Antony Auclair,receiving,5,47,8.88,1,15,5
HOU,Brandin Cooks,receiving,90,1037,11.49,6,52,134
HOU,Brevin Jordan,receiving,20,178,8.24,3,27,28
HOU,Chris Conley,receiving,22,323,10.77,2,41,37
HOU,Chris Moore,receiving,21,227,8.25,2,67,22
HOU,Danny Amendola,receiving,24,248,7.89,3,39,38
HOU,David Johnson,receiving,32,225,6.86,1,16,42
HOU,Davion Davis,receiving,1,17,8.5,0,17,3
HOU,Jaylen Samuels,receiving,3,14,2.35,0,6,4
HOU,Jordan Akins,receiving,24,214,7.2,0,31,33
HOU,Mark Ingram II,receiving,7,24,1.6,0,10,9
HOU,Nico Collins,receiving,33,446,12.91,1,32,60
HOU,Pharaoh Brown,receiving,23,171,5.73,0,29,34
HOU,Phillip Dorsett II,receiving,6,107,16.27,0,36,12
HOU,Phillip Lindsay,receiving,3,37,9.83,1,22,4
HOU,Rex Burkhead,receiving,25,186,6.89,0,20,32
HOU,Royce Freeman,receiving,7,62,6.5,0,12,10
HOU,Scottie Phillips,receiving,2,9,4.5,0,8,3
