team,player,category,CAR,YDS,AVG,TD,LONG
HOU,Brandin Cooks,rushing,2,21,10.5,0,16
HOU,Chris Conley,rushing,1,3,3.0,0,3
HOU,David Johnson,rushing,67,228,3.58,0,15
HOU,Davis Mills,rushing,18,44,2.14,0,11
HOU,Jaylen Samuels,rushing,5,9,1.65,0,3
HOU,Jordan Akins,rushing,1,3,3.0,0,3
HOU,Mark Ingram II,rushing,92,294,3.13,1,24
HOU,Phillip Dorsett II,rushing,1,0,0.0,0,0
HOU,Phillip Lindsay,rushing,50,130,2.05,1,35
HOU,Rex Burkhead,rushing,122,427,3.18,3,36
HOU,Royce Freeman,rushing,35,92,2.88,0,13
HOU,Scottie Phillips,rushing,6,13,2.1,0,4
HOU,Tremon Smith,rushing,1,7,7.0,0,7
HOU,Tyrod Taylor,rushing,19,151,9.57,3,30
