team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
HOU,Dominik Eberle,kicking,67.0,51,11,2,3,5,5
HOU,Joey Slye,kicking,66.67,53,19,4,5,7,8
HOU,Ka'imi Fairbairn,kicking,68.18,61,58,15,19,13,16
