team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,66.7,50,8,2,3,2,2
ATL,Younghoe Koo,kicking,66.7,41,8,2,3,2,2
BAL,Tyler Loop,kicking,100.0,52,10,2,2,4,5
BUF,Matt Prater,kicking,100.0,43,11,3,3,2,2
CAR,Ryan Fitzgerald,kicking,100.0,48,4,1,1,1,1
CHI,Cairo Santos,kicking,50.0,42,6,1,2,3,3
CIN,Evan McPherson,kicking,100.0,35,5,1,1,2,2
CLE,Andre Szmyt,kicking,50.0,45,4,1,2,1,2
DAL,Brandon Aubrey,kicking,100.0,53,8,2,2,2,2
DEN,Wil Lutz,kicking,100.0,39,8,2,2,2,2
DET,Jake Bates,kicking,100.0,30,7,2,2,1,1
GB,Brandon McManus,kicking,100.0,38,9,2,2,3,3
HOU,Ka'imi Fairbairn,kicking,100.0,53,9,3,3,0,0
IND,Spencer Shrader,kicking,100.0,48,15,4,4,3,3
JAX,Cam Little,kicking,100.0,47,14,4,4,2,2
KC,Harrison Butker,kicking,100.0,59,9,3,3,0,1
LAC,Cameron Dicker,kicking,100.0,39,9,2,2,3,3
LAR,Joshua Karty,kicking,0.0,0,2,0,0,2,2
LV,Daniel Carlson,kicking,66.7,51,8,2,3,2,2
MIN,Will Reichard,kicking,100.0,59,7,2,2,1,1
NE,Andy Borregales,kicking,66.7,44,7,2,3,1,1
NO,Blake Grupe,kicking,66.7,36,7,2,3,1,1
NYG,Graham Gano,kicking,100.0,55,6,2,2,0,0
NYJ,Nick Folk,kicking,100.0,51,8,2,2,2,2
PHI,Jake Elliott,kicking,100.0,58,6,1,1,3,3
PIT,Chris Boswell,kicking,100.0,60,10,2,2,4,4
SEA,Jason Myers,kicking,100.0,48,7,2,2,1,1
SF,Jake Moody,kicking,33.3,32,5,1,3,2,2
TB,Chase McLaughlin,kicking,50.0,48,5,1,2,2,3
TEN,Joey Slye,kicking,100.0,50,12,4,4,0,0
WSH,Matt Gay,kicking,0.0,0,3,0,0,3,3
