team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,163,5.6,2,0,5,21,29
ATL,Michael Penix Jr.,passing,298,7.1,1,0,1,27,42
BAL,Lamar Jackson,passing,209,11.0,2,0,2,14,19
BUF,Josh Allen,passing,394,8.6,2,0,1,33,46
CAR,Bryce Young,passing,154,4.4,1,2,1,18,35
CHI,Caleb Williams,passing,210,6.0,1,0,2,21,35
CIN,Joe Burrow,passing,113,4.9,1,0,3,14,23
CLE,Joe Flacco,passing,290,6.4,1,2,2,31,45
DAL,Dak Prescott,passing,188,5.5,0,0,0,21,34
DEN,Bo Nix,passing,176,4.4,1,2,1,25,40
DET,Jared Goff,passing,225,5.8,1,1,4,31,39
GB,Jordan Love,passing,188,8.5,2,0,0,16,22
HOU,C.J. Stroud,passing,188,7.0,0,1,3,19,27
IND,Daniel Jones,passing,272,9.4,1,0,1,22,29
JAX,Trevor Lawrence,passing,178,5.7,1,1,0,19,31
KC,Patrick Mahomes,passing,258,6.6,1,0,2,24,39
LAC,Justin Herbert,passing,318,9.4,3,0,3,25,34
LAR,Matthew Stafford,passing,245,8.4,1,0,3,21,29
LV,Geno Smith,passing,362,10.6,1,1,4,24,34
MIA,Tua Tagovailoa,passing,114,5.0,1,2,3,14,23
MIA,Zach Wilson,passing,32,4.0,0,0,0,5,8
MIN,J.J. McCarthy,passing,143,7.2,2,1,3,13,20
NE,Drake Maye,passing,287,6.2,1,1,4,30,46
NO,Spencer Rattler,passing,214,4.7,0,0,1,27,46
NYG,Russell Wilson,passing,168,4.5,0,0,2,17,37
NYJ,Justin Fields,passing,218,9.9,1,0,1,16,22
PHI,Jalen Hurts,passing,152,6.6,0,0,1,19,23
PIT,Aaron Rodgers,passing,244,8.1,4,0,4,22,30
SEA,Sam Darnold,passing,150,6.5,0,0,1,16,23
SF,Brock Purdy,passing,277,7.9,2,2,1,26,35
TB,Baker Mayfield,passing,167,5.2,3,0,1,17,32
TEN,Cam Ward,passing,112,4.0,0,0,6,12,28
WSH,Jayden Daniels,passing,233,7.8,1,0,3,19,30
