team,player,category,INT,YDS,TD
CAR,Jaycee Horn,interceptions,1,10,0
CHI,Nahshon Wright,interceptions,1,74,1
CIN,DJ Turner II,interceptions,1,7,0
CIN,Jordan Battle,interceptions,1,2,0
GB,Evan Williams,interceptions,1,0,0
IND,Cam Bynum,interceptions,1,14,0
IND,Laiatu Latu,interceptions,1,6,0
JAX,Jourdan Lewis,interceptions,1,0,0
JAX,Foyesade Oluokun,interceptions,1,0,0
LAR,Cobie Durant,interceptions,1,0,0
LV,Isaiah Pola-Mao,interceptions,1,0,0
NE,Jaylinn Hawkins,interceptions,1,1,0
SEA,Ernest Jones IV,interceptions,1,7,0
SEA,Josh Jobe,interceptions,1,0,0
TEN,Xavier Woods,interceptions,1,16,0
TEN,Roger McCreary,interceptions,1,0,0
