team,player,category,FUM,LOST
ATL,Michael Penix Jr.,fumbles,1,0
ATL,Bijan Robinson,fumbles,0,0
BAL,Justice Hill,fumbles,1,0
BAL,Derrick Henry,fumbles,1,1
BUF,Terrel Bernard,fumbles,0,0
BUF,Dalton Kincaid,fumbles,1,0
CAR,Bryce Young,fumbles,1,1
CHI,DJ Moore,fumbles,1,1
DAL,Miles Sanders,fumbles,1,1
DEN,Brandon Jones,fumbles,0,0
DEN,Jahdae Barron,fumbles,0,0
DEN,Bo Nix,fumbles,1,1
DEN,Marvin Mims Jr.,fumbles,1,1
HOU,Danielle Hunter,fumbles,0,0
HOU,Dare Ogunbowale,fumbles,1,1
IND,Xavien Howard,fumbles,0,0
JAX,Jourdan Lewis,fumbles,0,0
KC,Creed Humphrey,fumbles,1,0
KC,Patrick Mahomes,fumbles,0,0
LAC,Tyler Conklin,fumbles,1,0
LAR,Braden Fiske,fumbles,0,0
LAR,Matthew Stafford,fumbles,1,0
LAR,Colby Parkinson,fumbles,1,1
MIA,Tua Tagovailoa,fumbles,1,1
MIN,Jay Ward,fumbles,0,0
NE,Drake Maye,fumbles,1,0
NE,Will Campbell,fumbles,0,0
NYG,Russell Wilson,fumbles,1,0
NYJ,Xavier Gipson,fumbles,1,1
PHI,Quinyon Mitchell,fumbles,0,0
PIT,Juan Thornhill,fumbles,0,0
PIT,Ben Skowronek,fumbles,0,0
PIT,Kaleb Johnson,fumbles,1,0
PIT,Kenny Gainwell,fumbles,1,0
SEA,Jaxon Smith-Njigba,fumbles,2,1
SEA,Sam Darnold,fumbles,1,1
SF,Skyy Moore,fumbles,1,0
SF,Nick Bosa,fumbles,0,0
SF,Marques Sigle,fumbles,0,0
TEN,Cam Ward,fumbles,1,1
TEN,Tony Pollard,fumbles,1,1
TEN,Dorian Mausi,fumbles,0,0
TEN,Sebastian Joseph-Day,fumbles,0,0
