week,opponent,result
1,LV,LOSS
2,KC,WIN
3,DET,WIN
4,DEN,WIN
5,IND,WIN
6,LAC,WIN
7,CIN,LOSS
8,BYE,BYE
9,MIN,WIN
10,MIA,LOSS
11,CHI,WIN
12,CLE,WIN
13,PIT,LOSS
14,CLE,LOSS
15,GB,LOSS
16,CIN,LOSS
17,LAR,LOSS
18,PIT,LOSS
