week,opponent,result
1,DET,WIN
2,WSH,WIN
3,CLE,LOSS
4,DAL,WIN
6,CIN,WIN
7,ARI,WIN
8,PIT,WIN
9,CAR,LOSS
10,PHI,LOSS
11,NYG,WIN
12,MIN,WIN
13,DET,WIN
14,CHI,WIN
15,DEN,LOSS
16,CHI,LOSS
17,BAL,LOSS
18,MIN,LOSS
