team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
SF,Brock Purdy,passing,1374,8.24,13,4,11,114,170
SF,Christian McCaffrey,passing,34,34.0,1,0,0,1,1
SF,Jimmy Garoppolo,passing,2437,8.47,16,4,18,207,308
SF,Josh Johnson,passing,10,5.0,0,0,0,1,2
SF,Trey Lance,passing,194,7.95,0,1,2,15,31
