week,opponent,result
1,TB,LOSS
2,CIN,WIN
3,NYG,WIN
4,WSH,WIN
5,LAR,WIN
6,PHI,LOSS
7,DET,WIN
8,CHI,WIN
9,BYE,BYE
10,GB,LOSS
11,MIN,WIN
12,NYG,WIN
13,IND,WIN
14,HOU,WIN
15,JAX,LOSS
16,PHI,WIN
17,TEN,WIN
18,WSH,LOSS
