team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
NYG,Daniel Jones,passing,3205,6.93,15,5,44,317,472
NYG,Davis Webb,passing,168,4.2,1,0,0,23,40
NYG,Jamie Gillan,passing,0,0.0,0,0,1,0,0
NYG,Lawrence Cager,passing,0,0.0,0,0,1,0,0
NYG,Tyrod Taylor,passing,58,6.55,1,1,3,6,8
