team,player,category,INT,YDS,TD
NYG,Dane Belton,interceptions,2,0,0
NYG,Julian Love,interceptions,2,44,0
NYG,Landon Collins,interceptions,1,52,1
NYG,Rodarius Williams,interceptions,1,1,0
