team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYG,Chris Myarick,receiving,7,65,7.79,1,23,8
NYG,Daniel Bellinger,receiving,30,268,9.81,2,24,35
NYG,Darius Slayton,receiving,46,724,16.31,2,55,71
NYG,David Sills V,receiving,11,106,9.33,0,24,17
NYG,Gary Brightwell,receiving,5,39,7.0,0,12,8
NYG,Isaiah Hodgins,receiving,33,351,11.21,4,29,42
NYG,Kadarius Toney,receiving,2,0,0.0,0,2,3
NYG,Kenny Golladay,receiving,6,81,6.75,1,25,17
NYG,Lawrence Cager,receiving,13,118,8.62,1,20,18
NYG,Marcus Johnson,receiving,9,99,7.84,0,18,22
NYG,Matt Breida,receiving,20,118,7.35,0,16,25
NYG,Nick Vannett,receiving,4,42,11.0,0,15,7
NYG,Richie James,receiving,57,569,9.38,4,33,70
NYG,Saquon Barkley,receiving,57,338,6.03,0,41,76
NYG,Sterling Shepard,receiving,13,154,17.0,1,65,24
NYG,Tanner Hudson,receiving,10,132,11.05,0,27,15
NYG,Wan'Dale Robinson,receiving,23,227,9.03,1,19,31
