week,opponent,result
1,KC,LOSS
2,HOU,WIN
3,CHI,WIN
4,MIN,WIN
5,LAC,LOSS
6,ARI,LOSS
7,DEN,WIN
8,PIT,LOSS
9,CIN,WIN
10,NE,LOSS
11,DET,WIN
12,BAL,LOSS
13,BYE,BYE
14,BAL,WIN
15,LV,LOSS
16,GB,LOSS
17,PIT,LOSS
18,CIN,WIN
