team,player,category,INT,YDS,TD
NYG,Bobby Okereke,interceptions,2,54,0
NYG,Cor'Dale Flott,interceptions,1,68,0
NYG,Dane Belton,interceptions,1,8,0
NYG,Dexter Lawrence II,interceptions,1,37,0
NYG,Dru Phillips,interceptions,2,56,0
NYG,Jevon Holland,interceptions,1,3,0
NYG,Paulson Adebo,interceptions,1,0,0
