team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
NYG,Gunner Olszewski,passing,33,16.5,1,0,0,1,2
NYG,Jameis Winston,passing,567,5.7,2,2,3,37,66
NYG,Jaxson Dart,passing,2272,6.53,15,5,35,216,339
NYG,Russell Wilson,passing,831,5.82,3,3,10,69,119
