team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
NYG,Ben Sauls,kicking,100.0,45,31,8,8,7,7
NYG,Graham Gano,kicking,90.0,55,36,9,10,9,9
NYG,Jamie Gillan,kicking,0.0,0,0,0,0,0,1
NYG,Jude McAtamney,kicking,25.0,31,15,2,2,9,12
NYG,Younghoe Koo,kicking,40.0,44,23,4,6,11,12
