team,player,category,REC,YDS,AVG,TD,LONG,TGTS
TB,Breshad Perriman,receiving,9,110,6.34,1,28,19
TB,Cade Otton,receiving,42,391,9.46,2,35,65
TB,Cameron Brate,receiving,20,174,8.38,0,21,38
TB,Chris Godwin Jr.,receiving,104,1023,10.02,3,44,142
TB,Cole Beasley,receiving,4,17,4.5,0,5,5
TB,Deven Thompkins,receiving,5,32,6.65,0,13,10
TB,Giovani Bernard,receiving,2,-1,-0.5,0,6,2
TB,Jaelon Darden,receiving,2,26,13.0,0,25,2
TB,Julio Jones,receiving,24,299,11.74,2,48,43
TB,Ke'Shawn Vaughn,receiving,3,19,5.0,0,11,4
TB,Ko Kieft,receiving,7,80,10.0,1,19,10
TB,Kyle Rudolph,receiving,3,28,5.6,1,12,5
TB,Leonard Fournette,receiving,73,523,6.27,3,44,83
TB,Mike Evans,receiving,77,1124,14.43,6,63,127
TB,Rachaad White,receiving,50,290,5.38,2,20,58
TB,Russell Gage Jr.,receiving,51,426,8.82,5,23,70
TB,Scotty Miller,receiving,23,185,6.25,0,23,40
TB,Tom Brady,receiving,0,0,0.0,0,0,1
