team,player,category,CAR,YDS,AVG,TD,LONG
CLE,Andy Janovich,rushing,2,0,0.0,1,1
CLE,Anthony Schwartz,rushing,6,39,5.4,0,17
CLE,Baker Mayfield,rushing,37,134,4.45,1,14
CLE,Case Keenum,rushing,12,22,1.6,0,10
CLE,D'Ernest Johnson,rushing,100,534,4.71,3,30
CLE,David Njoku,rushing,1,1,1.0,0,1
CLE,Demetric Felton,rushing,7,24,4.05,0,12
CLE,Jamie Gillan,rushing,1,0,0.0,0,0
CLE,Jarvis Landry,rushing,6,40,6.7,2,16
CLE,John Kelly Jr.,rushing,2,13,6.5,0,11
CLE,Johnny Stanton IV,rushing,3,5,1.25,0,3
CLE,Kareem Hunt,rushing,78,386,4.7,5,33
CLE,Nick Chubb,rushing,228,1259,5.57,8,70
CLE,Odell Beckham Jr.,rushing,2,14,7.0,0,10
