team,player,category,FUM,LOST
CLE,A.J. Green III,fumbles,0,0
CLE,Baker Mayfield,fumbles,6,3
CLE,Case Keenum,fumbles,1,1
CLE,D'Ernest Johnson,fumbles,1,0
CLE,David Njoku,fumbles,0,0
CLE,Demetric Felton,fumbles,4,0
CLE,Donovan Peoples-Jones,fumbles,2,1
CLE,Ifeadi Odenigbo,fumbles,0,0
CLE,JC Tretter,fumbles,0,0
CLE,Jamie Gillan,fumbles,1,0
CLE,Jarvis Landry,fumbles,3,2
CLE,Malik McDowell,fumbles,0,0
CLE,Myles Garrett,fumbles,0,0
CLE,Nick Chubb,fumbles,2,1
CLE,Porter Gustin,fumbles,0,0
CLE,Sione Takitaki,fumbles,0,0
