team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CLE,Baker Mayfield,passing,3010,7.36,17,13,43,253,418
CLE,Case Keenum,passing,462,5.52,3,1,5,47,72
CLE,Jarvis Landry,passing,0,0.0,0,0,1,0,0
CLE,Nick Mullens,passing,147,4.9,1,0,0,20,30
