team,player,category,FUM,LOST
MIN,Alexander Mattison,fumbles,3,2
MIN,Anthony Barr,fumbles,0,0
MIN,Brandon Powell,fumbles,1,1
MIN,Byron Murphy Jr.,fumbles,1,0
MIN,DJ Wonnum,fumbles,0,0
MIN,Dean Lowry,fumbles,0,0
MIN,Garrett Bradbury,fumbles,0,0
MIN,Ivan Pace Jr.,fumbles,0,0
MIN,Jaren Hall,fumbles,2,2
MIN,Jay Ward,fumbles,0,0
MIN,Jordan Hicks,fumbles,0,0
MIN,Josh Oliver,fumbles,1,1
MIN,Joshua Dobbs,fumbles,6,3
MIN,Joshua Metellus,fumbles,0,0
MIN,Justin Jefferson,fumbles,1,1
MIN,K.J. Osborn,fumbles,1,0
MIN,Kirk Cousins,fumbles,7,4
MIN,Mekhi Blackmon,fumbles,0,0
MIN,NaJee Thompson,fumbles,0,0
MIN,Nick Mullens,fumbles,2,0
MIN,Sheldon Day,fumbles,0,0
MIN,T.J. Hockenson,fumbles,1,1
