team,player,category,FUM,LOST
BAL,Justice Hill,fumbles,1,0
BUF,Josh Allen,fumbles,1,1
CHI,Chase Claypool,fumbles,1,1
CIN,Germaine Pratt,fumbles,0,0
CLE,Tony Fields II,fumbles,0,0
CLE,Denzel Ward,fumbles,0,0
CLE,Kareem Hunt,fumbles,1,0
CLE,Anthony Schwartz,fumbles,1,1
DAL,Sam Williams,fumbles,0,0
DAL,Malik Hooker,fumbles,0,0
DET,Alex Anzalone,fumbles,0,0
GB,Rudy Ford,fumbles,0,0
HOU,Desmond King II,fumbles,1,1
HOU,Kyle Allen,fumbles,2,1
IND,Mo Alie-Cox,fumbles,1,1
IND,Matt Ryan,fumbles,1,1
JAX,Travis Etienne Jr.,fumbles,1,1
KC,Travis Kelce,fumbles,1,1
LAC,Kyle Van Noy,fumbles,0,0
LAC,Austin Ekeler,fumbles,1,1
LAC,Justin Herbert,fumbles,2,0
LAR,Taylor Rapp,fumbles,0,0
LAR,Tyler Higbee,fumbles,0,0
LAR,John Wolford,fumbles,1,0
LV,Nate Hobbs,fumbles,0,0
LV,Josh Jacobs,fumbles,1,1
MIA,Tua Tagovailoa,fumbles,1,1
NE,Rhamondre Stevenson,fumbles,1,0
NE,Matthew Judon,fumbles,0,0
NE,Nelson Agholor,fumbles,0,0
NE,Mac Jones,fumbles,1,0
NO,Carl Granderson,fumbles,0,0
NO,Rashid Shaheed,fumbles,1,0
NO,Jarvis Landry,fumbles,1,0
NO,Alvin Kamara,fumbles,0,0
NYG,Azeez Ojulari,fumbles,0,0
NYG,Oshane Ximines,fumbles,1,0
NYG,Daniel Jones,fumbles,1,1
PHI,Jordan Mailata,fumbles,0,0
PHI,Jalen Hurts,fumbles,1,0
PIT,Steven Sims,fumbles,1,0
SEA,Geno Smith,fumbles,1,1
SF,Jauan Jennings,fumbles,1,0
SF,Dre Greenlaw,fumbles,0,0
TB,Rachaad White,fumbles,1,1
WSH,Jamin Davis,fumbles,0,0
WSH,Taylor Heinicke,fumbles,2,1
WSH,Brian Robinson Jr.,fumbles,1,0
WSH,Tyler Larsen,fumbles,0,0
