team,player,category,INT,YDS,TD
CLE,Tony Fields II,interceptions,1,16,1
CLE,John Johnson III,interceptions,1,0,0
DAL,Malik Hooker,interceptions,1,26,0
DAL,DaRon Bland,interceptions,2,0,0
DEN,Justin Simmons,interceptions,2,8,0
GB,Jaire Alexander,interceptions,1,4,0
GB,Keisean Nixon,interceptions,1,1,0
HOU,Jalen Pitre,interceptions,1,29,0
IND,Stephon Gilmore,interceptions,1,31,0
LAC,Bryce Callahan,interceptions,1,26,1
LAR,Bobby Wagner,interceptions,1,0,0
MIA,Xavien Howard,interceptions,1,0,0
MIN,Harrison Smith,interceptions,1,8,0
MIN,Cam Bynum,interceptions,1,5,0
MIN,Patrick Peterson,interceptions,0,1,0
NO,Demario Davis,interceptions,1,4,0
PIT,Minkah Fitzpatrick,interceptions,1,16,0
SEA,Riq Woolen,interceptions,1,0,0
SEA,Cody Barton,interceptions,1,10,0
SF,Deommodore Lenoir,interceptions,1,8,0
SF,Fred Warner,interceptions,1,20,0
SF,Jimmie Ward,interceptions,1,0,0
