team,player,category,FUM,LOST
NE,Anfernee Jennings,fumbles,0,0
NE,Bailey Zappe,fumbles,2,1
NE,Brenden Schooler,fumbles,0,0
NE,Bryce Baringer,fumbles,0,0
NE,Cody Davis,fumbles,0,0
NE,Cole Strange,fumbles,0,0
NE,Conor McDermott,fumbles,0,0
NE,David Andrews,fumbles,0,0
NE,Davon Godchaux,fumbles,0,0
NE,DeMario Douglas,fumbles,3,1
NE,Ezekiel Elliott,fumbles,2,1
NE,Hunter Henry,fumbles,1,0
NE,Jabrill Peppers,fumbles,1,0
NE,Jahlani Tavai,fumbles,1,0
NE,Jeremiah Pharms Jr.,fumbles,0,0
NE,Joe Cardona,fumbles,1,0
NE,JuJu Smith-Schuster,fumbles,0,0
NE,Kendrick Bourne,fumbles,1,1
NE,Mac Jones,fumbles,3,2
NE,Marcus Jones,fumbles,1,0
NE,Myles Bryant,fumbles,1,0
NE,Pharaoh Brown,fumbles,1,1
NE,Rhamondre Stevenson,fumbles,1,1
NE,Vederian Lowe,fumbles,0,0
