team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NE,Cole Strange,receiving,0,3,0.0,0,3,0
NE,DeMario Douglas,receiving,49,561,12.52,0,42,79
NE,DeVante Parker,receiving,33,394,11.58,0,30,55
NE,Ezekiel Elliott,receiving,51,313,6.45,2,23,65
NE,Hunter Henry,receiving,42,419,9.08,6,24,61
NE,Jalen Reagor,receiving,7,138,13.5,0,39,23
NE,JuJu Smith-Schuster,receiving,29,260,8.54,1,37,47
NE,Kayshon Boutte,receiving,2,19,6.33,0,11,7
NE,Kendrick Bourne,receiving,37,406,12.55,4,36,55
NE,Kevin Harris,receiving,3,58,15.5,0,48,3
NE,Mike Gesicki,receiving,29,244,7.58,2,18,45
NE,Pharaoh Brown,receiving,13,208,13.11,1,58,15
NE,Rhamondre Stevenson,receiving,38,238,4.82,0,34,51
NE,Ty Montgomery II,receiving,5,40,5.92,0,17,12
NE,Tyquan Thornton,receiving,13,91,6.02,0,15,23
