team,player,category,CAR,YDS,AVG,TD,LONG
DET,Amon-Ra St. Brown,rushing,3,9,2.75,0,6
DET,Craig Reynolds,rushing,3,4,1.3,0,3
DET,David Montgomery,rushing,158,716,4.64,8,72
DET,Grant Stuard,rushing,1,0,0.0,0,0
DET,Jacob Saylors,rushing,2,11,5.5,0,9
DET,Jahmyr Gibbs,rushing,243,1223,4.84,13,78
DET,Jameson Williams,rushing,6,12,2.0,0,9
DET,Jared Goff,rushing,19,45,3.43,0,24
DET,Kalif Raymond,rushing,2,19,9.5,0,10
DET,Kyle Allen,rushing,3,-3,-1.0,0,-1
DET,Malik Cunningham,rushing,1,1,1.0,0,1
DET,Sione Vaki,rushing,1,4,4.0,0,4
