team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
DET,David Montgomery,passing,3,1.0,1,0,0.0,64.1,52.8,1,2
DET,Jared Goff,passing,4564,8.06,34,8,0.0,57.58,105.99,393,578
DET,Kyle Allen,passing,0,0.0,0,0,0.0,2.8,39.6,0,2
