week,opponent,result
1,CAR,WIN
2,GB,WIN
3,DET,LOSS
4,JAX,LOSS
5,HOU,WIN
6,WSH,LOSS
7,TB,WIN
8,TEN,LOSS
9,MIN,LOSS
10,ARI,LOSS
11,BYE,BYE
12,NO,WIN
13,NYJ,WIN
14,TB,LOSS
15,CAR,LOSS
16,IND,WIN
17,CHI,LOSS
18,NO,LOSS
